category	name	domain	source
education_primary_aided	THE CHURCH OF CHRIST IN CHINA, MONGKOK CHURCH KAI OI SCHOOL (PRIMARY SECTION)	cccmkckos.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	THE CHURCH OF CHRIST IN CHINA MONG WONG FAR YOK MEMORIAL PRIMARY SCHOOL	cccmwfys.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	THE CHURCH OF CHRIST IN CHINA TAI O PRIMARY SCHOOL	ccctaiops.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CHING CHUNG HAU PO WOON PRIMARY SCHOOL	cchpwps.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	KWOK MAN SCHOOL	cckms.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CHRISTIAN & MISSIONARY ALLIANCE CHUI CHAK LAM MEMORIAL SCHOOL	ccl.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CHAN'S CREATIVE SCHOOL (HONG KONG ISLAND)	ccshki.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CHEUNG CHAU SACRED HEART SCHOOL	ccshs.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CHI HONG PRIMARY SCHOOL	chihong.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CHI LIN BUDDHIST PRIMARY SCHOOL	chilinbps.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CHI YUN SCHOOL (PRIMARY SECTION)	chiyun.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CHOI JUN SCHOOL (PRIMARY SECTION)	choijun.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CHO YIU CATHOLIC PRIMARY SCHOOL	choyiu.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	THE CHURCH OF CHRIST IN CHINA CHUEN YUEN SECOND PRIMARY SCHOOL	chuenyuen2.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CHUNG SING SCHOOL	chungsing.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	FREE METHODIST BRADBURY CHUN LEI PRIMARY SCHOOL	chunlei.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	S.K.H. CHU OI PRIMARY SCHOOL (LEI MUK SHUE)	chuoi-lms.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	S.K.H. CHU OI PRIMARY SCHOOL	chuoi.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	S.K.H. CHU YAN PRIMARY SCHOOL	chuyan.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	THE YUEN YUEN INSTITUTE CHAN KWOK CHIU HING TAK PRIMARY SCHOOL	ckcps.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	THE CHURCH OF CHRIST IN CHINA CHUN KWONG PRIMARY SCHOOL	ckps.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	HONG KONG TAOIST ASSOCIATION THE YUEN YUEN INSTITUTE CHAN LUI CHUNG TAK MEMORIAL SCHOOL	clcts.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CARMEL LEUNG SING TAK SCHOOL	clst.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CATHOLIC MISSION SCHOOL	cms.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CHINESE METHODIST SCHOOL (NORTH POINT)	cmsnp.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CHINESE METHODIST SCHOOL, TANNER HILL	cmsth.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	HKSYC&IA CHAN NAM CHONG MEMORIAL SCHOOL (PRIMARY SECTION)	cncms.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CNEC LUI MING CHOI PRIMARY SCHOOL	cneclmc.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CASTLE PEAK CATHOLIC PRIMARY SCHOOL	cpcps.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CUMBERLAND PRESBYTERIAN CHURCH YAO DAO PRIMARY SCHOOL	cpcyd.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CANOSSA PRIMARY SCHOOL (SAN PO KONG)	cps.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CANOSSA PRIMARY SCHOOL	cpswts.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CHRISTIAN PUI YAN PRIMARY SCHOOL	cpyps.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CARITAS RESURRECTION SCHOOL (PRIMARY SECTION)	crs.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CHAN SUI KI (LA SALLE) PRIMARY SCHOOL	cskps.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CHIU SHEUNG SCHOOL, HONG KONG	csshk.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CHEUNG SHA WAN CATHOLIC PRIMARY SCHOOL	cswcps.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CHUN TOK SCHOOL	cts.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	THE EVANGELICAL LUTHERAN CHURCH OF HONG KONG FAITH LOVE LUTHERAN SCHOOL	cwflls.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CHAI WAN KOK CATHOLIC PRIMARY SCHOOL	cwk.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CENTRAL & WESTERN DISTRICT ST. ANTHONY'S SCHOOL	cwsa.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CHOI WAN ST JOSEPH'S PRIMARY SCHOOL	cwsj.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	GENERAL CHAMBER OF COMMERCE & INDUSTRY OF THE TUNG KUN DISTRICT CHEONG WONG WAI PRIMARY SCHOOL	cwwps.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	SOCIETY OF BOYS' CENTRES CHAK YAN CENTRE SCHOOL (PRIMARY SECTION)	cycschool.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	THE CHURCH OF CHRIST IN CHINA CHUEN YUEN FIRST PRIMARY SCHOOL	cyf.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CHINESE Y.M.C.A. PRIMARY SCHOOL	cymcaps.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CHIU YANG PRIMARY SCHOOL OF HONG KONG	cyps.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	CHIU YANG POR YEN PRIMARY SCHOOL	cypy.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	DR. CATHERINE F. WOO MEMORIAL SCHOOL	dcfwms.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	DIOCESAN PREPARATORY SCHOOL	dps.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	WONG TAI SIN CATHOLIC PRIMARY SCHOOL	e-wong.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	TUNG WAH GROUP OF HOSPITALS HONG KONG & KOWLOON ELECTRICAL APPLIANCES MERCHANTS ASSOCIATION LTD. SCHOOL	eama.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	EBENEZER NEW HOPE SCHOOL (PRIMARY SECTION)	ebenezer-enhs.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	EBENEZER SCHOOL (PRIMARY SECTION)	ebenezer.org.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	THE EDUCATION UNIVERSITY OF HONG KONG JOCKEY CLUB PRIMARY SCHOOL	edujcps.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	EMMANUEL PRIMARY SCHOOL	emm.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	EMMANUEL PRIMARY SCHOOL, KOWLOON	eps.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	FANLING ASSEMBLY OF GOD CHURCH PRIMARY SCHOOL	fagps.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	FR. CUCCHIARA MEMORIAL SCHOOL	fcms.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	FIVE DISTRICTS BUSINESS WELFARE ASSOCIATION SCHOOL	fdbwa.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	FIVE DISTRICTS BUSINESS WELFARE ASSOCIATION CHOW CHIN YAU SCHOOL	fdccys.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	FRESH FISH TRADERS' SCHOOL	ffts.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	FUNG KAI NO.1 PRIMARY SCHOOL	fk1ps.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	FUNG KAI INNOVATIVE SCHOOL	fkis.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	FUNG KAI LIU YUN-SUM MEMORIAL SCHOOL	fklys.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	S.K.H. FUNG KEI MILLENNIUM PRIMARY SCHOOL	fkmps.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	FANLING PUBLIC SCHOOL	flp.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	THE EVANGELICAL LUTHERAN CHURCH OF HONG KONG FAITH LUTHERAN SCHOOL	fls.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	FREE METHODIST MEI LAM PRIMARY SCHOOL	fmml.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	FONG SHU FOOK TONG FOUNDATION FONG SHU CHUEN PRIMARY SCHOOL	fsc.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	FUK TAK EDUCATION SOCIETY PRIMARY SCHOOL	ftesps.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	S.K.H. FUNG KEI PRIMARY SCHOOL	fungkei.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	GOOD COUNSEL CATHOLIC PRIMARY SCHOOL	gccps.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	GRANTHAM COLLEGE OF EDUCATION PAST STUDENTS' ASSOCIATION WHAMPOA PRIMARY SCHOOL	gcewps.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	PO LEUNG KUK GRANDMONT PRIMARY SCHOOL	grandmont.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	S.K.H. GOOD SHEPHERD PRIMARY SCHOOL	gsps.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	HOLY ANGELS CANOSSIAN SCHOOL	hacs.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	KOWLOON CITY BAPTIST CHURCH HAY NIEN PRIMARY SCHOOL	haynien.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	HONG CHI LIONS MORNINGHILL SCHOOL (PRIMARY SECTION)	hclms.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	HOLY CROSS LUTHERAN SCHOOL	hcls.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	HONG CHI MORNINGLIGHT SCHOOL, YUEN LONG (PRIMARY SECTION)	hcmlsyl.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	HONG CHI MORNINGHILL SCHOOL, TSUI LAM (PRIMARY SECTION)	hcmstl.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	HONG CHI PINEHILL NO.2 SCHOOL (PRIMARY SECTION)	hcp2.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	HONG CHI PINEHILL NO.3 SCHOOL (PRIMARY SECTION)	hcp3.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	HONG CHI PINEHILL SCHOOL (PRIMARY SECTION)	hcphs.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	S.K.H. HOLY CARPENTER PRIMARY SCHOOL	hcps.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	HONG CHI SHIU PONG MORNINGHOPE SCHOOL(PRIMARY SECTION)	hcspms.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	HONG CHI MORNINGHOPE SCHOOL, TUEN MUN (PRIMARY SECTION)	hctmhope.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	HONG CHI MORNINGLIGHT SCHOOL, TUEN MUN (PRIMARY SECTION)	hctmml.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	HONG CHI WINIFRED MARY CHEUNG MORNINGHOPE SCHOOL (PRIMARY SECTION)	hcwmc.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	THE CHURCH OF CHRIST IN CHINA HEEP WOH PRIMARY SCHOOL	heepwoh.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	THE CHURCH OF CHRIST IN CHINA HEEP WOH PRIMARY SCHOOL (CHEUNG SHA WAN)	heepwohcsw.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
education_primary_aided	HOLY FAMILY CANOSSIAN SCHOOL	hfkc.edu.hk	https://www.edb.gov.hk/attachment/en/student-parents/sch-info/sch-search/sch-location-info/SCH_LOC_EDB.csv
