category	name	domain	source
insurance	Bolttech Insurance (Hong Kong) Company Limited	bolttechinsurance.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	保泰人壽保險有限公司	bowtie.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Bupa (Asia) Limited	bupa.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	California Insurance Company Limited	california.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	China BOCOM Insurance Company Limited	cbic.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Chevalier Insurance Company Limited	chevalier-insurance.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	中国人寿保险(海外)股份有限公司 (中國人壽保險(海外)股份有限公司)	chinalife.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	中國再保險(香港)股份有限公司	chinare.com.cn	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Chong Hing Insurance Company Limited	chins.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Chubb Insurance Hong Kong Limited	chubb.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	CIGNA Worldwide General Insurance Company Limited	cigna.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	CMB Wing Lung Insurance Company Limited	cmbwinglunginsurance.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	China Taiping Insurance (HK) Company Limited	cntaiping.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Toa Reinsurance Company, Limited - The	co.jp	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Compagnie Francaise D'assurance Pour Le Commerce Exterieur, Branch In Hong Kong	coface.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	China Overseas Insurance Limited	cohl.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Concord Insurance Company Limited	concordinsurance.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	中國太平洋人壽保險(香港)有限公司	cpic.com.cn	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	China Pacific Insurance Company (Hong Kong) Limited	cpic.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	周大福人壽保險有限公司	ctflife.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Dah Sing Insurance Company Limited	dahsinginsurance.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Desjardins Sécurité Financière, Compagnie d'Assurance Vie (Desjardins Financial Security Life Assurance Company)	desjardinsfinancialsecurity.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	EULER HERMES	eulerhermes.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Falcon Insurance Company (Hong Kong) Limited	falconinsurance.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	第一美國業權保險公司	firstam.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Factory Mutual Insurance Company	fm.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	英國友誠國際有限公司	fpinternational.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	富邦人壽保險(香港)有限公司	fubonlife.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	賦誠再保險有限公司	fusure.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	富衛人壽保險(百慕達)有限公司	fwd.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Assuranceforeningen Gard-gjensidig -	gard.no	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Assicurazioni Generali Società per Azioni	generali.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	General Reinsurance AG	genre.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Hang Seng Bank, Limited	hangseng.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Hannover Rück SE	hannover-re.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	HDI Global SE	hdi.global	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	恒安標準人壽(亞洲)有限公司	hengansl.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Avo Insurance Company Limited	heyavo.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Export Credit Insurance Corporation, Hong Kong	hkecic.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	香港人壽保險有限公司	hklife.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	HKMC Insurance Limited	hkmc.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Hong Leong Insurance (Asia) Limited	hl-insurance.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	HSBC Insurance (Asia) Limited	hsbc.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	HongKong and Shanghai Banking Corporation Limited (The)	hsbc.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Insurance Authority	ia.org.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Liberty International Insurance Limited	libertyinsurance.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Liberty Specialty Markets Hong Kong Limited	libertyspecialtymarkets.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Lloyd's	lloyds.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	London Steam-Ship Owners' Mutual Insurance Association Limited - The	lsso.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Manufacturers Life Insurance Company - The	manulife.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Massachusetts Mutual Life Insurance Company	massmutual.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	MSIG Insurance (Hong Kong) Limited	msig.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Münchener Rückversicherungs-Gesellschaft (Munich Reinsurance Company)	munichre.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Min Xin Insurance Company Limited	mxic.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Standard Club Asia Ltd. - The	north-standard.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Insurance, Office of the Commissioner of	oci.gov.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	OneDegree Hong Kong Limited	onedegree.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	The Pacific Insurance Company, Limited	pacificinsurance.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	太平洋人壽保險有限公司	pacificlife.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Partner Reinsurance Europe SE	partnerre.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Peak Reinsurance Company Limited	peak-re.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	The People's Insurance Company of China (Hong Kong) Limited	picchk.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	China Ping An Insurance (Hong Kong) Company Limited	pingan.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Pioneer Insurance & Surety Corporation	pioneer.com.ph	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	美國信安保險有限公司	principal.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Prudential Insurance Company of America - The	prudential.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Prudential General Insurance Hong Kong Limited	prudential.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	QBE Hongkong & Shanghai Insurance Limited	qbe.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	昆士蘭按揭保險(亞洲)有限公司	qbemiasia.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	RGA Reinsurance Company	rgare.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	RL360 Insurance Company Limited	rl360.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	RL360 Life Insurance Company Limited	rl360services.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	SCOR Reinsurance Company (Asia) Limited	scor.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Shipowners' Mutual Protection and Indemnity Association (Luxembourg) - The	shipownersclub.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Sun Hung Kai Properties Insurance Limited	shkpi.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	St. James's Place International (Hong Kong) Limited	sjp.asia	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Assuranceforeningen SKULD (Gjensidig)	skuld.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Sompo Insurance (Hong Kong) Co. Ltd.	sompo.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Starr International Insurance (Asia) Limited	starr.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Starr International Insurance (Asia) Limited	starrcompanies.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Steamship Mutual Underwriting Association Limited	steamshipmutual.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	香港永明金融有限公司	sunlife.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Sveriges Ångfartygs Assurans Förening	swedishclub.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Swiss Re International SE, Hong Kong Branch	swissre.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	泰禾人壽保險有限公司	tahoelife.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Trinity General Insurance Company Limited	tgi.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Phoenix Life Limited	thephoenixgroup.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Tokio Marine and Fire Insurance Company (Hong Kong) Limited - The	tokiomarine.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Transamerica Life (Bermuda) Ltd.	transamericalifebermuda.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Transatlantic Reinsurance Company	transre.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	TT Club Mutual Insurance Limited	ttclub.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Tugu Insurance Company Limited	tuguhk.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	United Kingdom Mutual Steam Ship Assurance Association Limited - The	ukpandi.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Utmost International Isle of Man Limited	utmostinternational.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Utmost Worldwide Limited	utmostworldwide.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	West of England Ship Owners Mutual Insurance Association (Luxembourg) - The	westpandi.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Well Link General Insurance Company Limited	wli.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Berkley Insurance Company	wrbc.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	萬通保險國際有限公司	yflife.com	Derived from financial.tsv (GovHK insurance + IA + HKFI)
insurance	Zürich Versicherungs-Gesellschaft AG (Zurich Insurance Company Ltd)	zurich.com.hk	Derived from financial.tsv (GovHK insurance + IA + HKFI)
